movie_id,country_id
1255,1
1256,3
1257,1
1257,8
1258,18
1259,21
1259,14
1260,1
1261,20
1262,26
1262,68
1263,3
1264,1
1264,45
1265,1
1266,4
1267,68
1267,34
1268,8
1269,1
1269,37
1270,46
1271,1
1271,37
1272,3
1273,1
1274,18
1275,1
1276,1
1277,3
1278,1
1279,1
1280,17
1281,7
1282,4
1283,4
1284,1
1285,17
1285,1
1285,7
1286,22
1287,40
1288,7
1289,1
1290,3
1291,7
1291,1
1292,4
1293,66
1294,4
1295,8
1296,4
1297,22
1298,1
1299,22
1300,3
1301,1
1302,7
1303,1
1304,1
1305,1
1306,4
1307,1
1308,1
1309,7
1310,1
1311,1
1312,19
1313,7
1314,1
1315,1
1316,20
1317,4
1318,7
1319,1
1320,11
1321,69
1322,11
1323,20
1324,46
1325,1
1326,54
1327,43
1328,1
1329,1
1330,14
1331,1
1332,1
1333,1
1334,1
1334,70
1334,25
1335,16
1336,1
1337,14
1338,71
1339,20
1340,34
1341,40
1342,1
1343,22
1344,1
1345,24
1346,16
1347,43
1348,20
1348,21
1348,1
1349,1
1350,37
1351,1
1352,11
1353,1
1354,1
1355,17
1356,1
1357,1
1358,7
1359,1
1360,7
1360,1
1360,13
1361,57
1362,1
1363,17
1363,1
1363,14
1364,1
1365,1
1366,14
1367,72
1367,1
1368,1
1369,20
1370,1
1371,7
1372,1
1373,46
1374,12
1375,1
1376,1
1377,4
1378,1
1379,13
1379,1
1380,19
1381,1
1381,7
1382,3
1383,3
1384,17
1385,22
1386,18
1387,72
1387,20
1388,1
1388,14
1389,4
1389,1
1390,1
1391,7
1391,31
1392,1
1393,11
1394,1
1395,1
1396,1
1397,1
1398,7
1398,20
1398,1
1399,1
1399,45
1400,1
1401,1
1402,1
1403,1
1404,34
1405,1
1406,53
1406,1
1407,1
1408,1
1408,22
1409,1
1409,17
1410,1
1411,4
1412,1
1413,22
1414,46
1415,46
1416,1
1417,1
1418,26
1419,3
1420,7
1421,1
1422,14
1423,4
1424,4
1425,17
1425,1
1425,73
1426,1
1427,4
1428,7
1429,4
1429,14
1430,4
1431,1
1432,12
1433,20
1434,46
1435,14
1435,17
1436,17
1436,53
1436,1
1437,3
1438,1
1439,14
1440,1
1441,11
1441,1
1442,4
1443,3
1444,1
1445,1
1446,60
1447,1
1448,1
1448,17
1449,1
1450,1
1451,1
1452,1
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,7
1460,1
1461,11
1462,1
1463,3
1464,17
1464,7
1464,1
1465,1
1466,1
1467,1
1468,7
1468,8
1468,14
1468,1
1469,22
1470,1
1471,1
1472,3
1473,4
1474,1
1475,46
1476,46
1477,1
1478,1
1479,48
1479,1
1480,24
1481,7
1482,40
1483,3
1484,22
1485,1
1486,1
1486,17
1487,1
1488,74
1489,14
1489,42
1490,4
1491,17
1492,4
1493,1
1494,57
1495,1
1496,46
1497,46
1498,57
1499,1
1500,1
1501,40
1502,1
1503,1
1504,22
1505,50
1506,1
1507,7
1507,15
1507,8
1507,1
1507,13
1507,18
1507,14
1507,31
1508,7
1509,7
1510,1
1511,1
1511,7
1512,47
1513,7
1514,1
1515,2
1516,1
1517,60
1518,1
1519,3
1520,51
1521,4
1522,51
1523,51
1524,37
1525,17
1526,46
1527,57
1528,50
1529,22
1530,57
1531,1
1532,3
1533,34
1534,3
1535,57
1535,17
1535,7
1535,1
1536,2
1537,1
1538,1
1539,1
1539,18
1540,18
1541,1
1542,7
1543,4
1544,1
1545,17
1546,1
1547,1
1548,1
1549,1
1550,31
1550,14
1550,58
1550,1
1550,11
1550,21
1550,7
1550,28
1551,1
1552,7
1552,17
1552,1
1553,1
1554,1
1555,55
1556,14
1557,3
1558,1
1559,1
1560,20
1561,1
1562,4
1563,18
1564,17
1564,1
1565,3
1566,57
1567,57
1568,57
1569,57
1570,44
1571,47
1572,24
1573,1
1574,1
1575,1
1576,23
1577,1
1578,34
1579,49
1580,1
1581,1
1582,3
1583,1
1584,22
1585,1
1586,3
1587,14
1588,40
1589,17
1590,4
1591,1
1592,1
1593,8
1594,2
1595,12
1596,1
1597,3
1598,1
1599,57
1600,14
1600,21
1601,3
1602,34
1603,57
1604,7
1605,58
1606,46
1607,43
1608,8
1609,1
1609,14
1609,75
1610,1
1611,1
1611,24
1612,1
1613,1
1614,7
1615,20
1615,24
1616,1
1617,1
1618,1
1619,1
1619,31
1619,7
1619,4
1620,7
1620,23
1621,28
1621,1
1622,13
1622,1
1623,1
1623,17
1624,1
1625,1
1625,76
1625,14
1625,7
1626,22
1627,1
1627,16
1627,17
1628,1
1629,7
1630,57
1631,57
1632,1
1633,1
1634,1
1635,22
1636,1
1637,1
1638,20
1639,4
1640,13
1641,8
1642,1
1643,24
1644,22
1645,57
1646,1
1647,1
1648,57
1649,7
1650,18
1651,7
1651,1
1652,17
1653,3
1654,4
1655,19
1656,1
1657,1
1658,26
1659,47
1660,1
1661,1
1662,22
1663,47
1664,1
1665,1
1665,29
1666,67
1667,1
1668,16
1669,3
1670,1
1671,4
1672,1
1673,1
1674,4
1675,4
1676,4
1677,4
1678,57
1679,4
1680,4
1681,4
1682,1
1683,57
1684,4
1685,1
1686,1
1686,18
1687,1
1688,1
1689,1
1690,7
1690,1
1691,1
1692,1
1692,17
1693,1
1694,18
1695,1
1696,17
1697,17
1697,1
1697,31
1698,1
1699,7
1699,1
1700,1
1701,1
1702,1
1703,4
1704,1
1705,34
1706,24
1707,20
1708,57
1709,12
1710,57
1711,1
1712,22
1713,4
1714,26
1715,1
1715,17
1716,34
1717,13
1718,1
1719,1
1720,55
1720,17
1720,14
1721,63
1722,1
1723,1
1724,3
1725,18
1725,17
1725,1
1726,19
1727,1
1728,40
1729,20
1729,14
1729,17
1730,1
1731,13
1732,1
1733,57
1734,26
1735,17
1736,57
1737,1
1738,47
1739,17
1740,17
1741,54
1742,4
1743,8
1744,18
1745,3
1746,3
1747,17
1748,17
1748,1
1749,1
1750,1
1751,1
1752,1
1753,1
1754,17
1755,1
1756,1
1757,1
1758,1
1759,17
1760,48
1760,23
1760,17
1760,1
1761,1
1761,14
1761,48
1762,1
1763,1
1763,16
1763,37
1764,1
1765,7
1765,14
1765,8
1765,1
1766,14
1766,1
1767,22
1768,20
1768,45
1768,1
1769,1
1770,22
1771,1
1772,34
1773,60
1774,13
1775,1
1776,7
1777,19
1778,4
1779,3
1780,1
1781,14
1782,1
1783,24
1784,11
1784,20
1785,57
1786,1
1787,3
1788,1
1789,43
1790,1
1791,1
1792,1
1793,26
1794,1
1795,40
1796,4
1797,31
1797,69
1797,21
1798,13
1799,34
1800,8
1801,1
1802,16
1802,1
1803,1
1804,20
1805,1
1806,1
1807,60
1808,57
1809,7
1810,57
1811,17
1811,21
1812,1
1813,17
1813,7
1814,1
1815,7
1816,17
1817,1
1818,55
1819,55
1820,55
1821,55
1821,59
1821,14
1821,38
1821,8
1822,55
1823,14
1823,21
1823,24
1824,55
1825,55
1825,1
1825,59
1826,55
1826,14
1827,14
1827,55
1828,14
1828,55
1828,7
1829,3
1830,14
1830,60
1830,55
1830,21
1831,55
1832,55
1832,17
1832,14
1833,54
1833,10
1833,7
1833,48
1833,50
1834,1
1835,22
1836,7
1837,67
1838,1
1839,1
1840,14
1841,11
1841,20
1842,1
1843,1
1843,7
1843,4
1844,1
1844,29
1845,1
1846,1
1847,47
1848,7
1849,1
1850,46
1850,50
1851,46
1852,1
1853,1
1854,4
1855,1
1856,40
1857,1
1858,11
1859,4
1860,7
1861,1
1862,4
1863,4
1864,4
1865,1
1866,4
1867,4
1868,1
1869,1
1870,4
1871,12
1871,22
1872,17
1873,1
1874,1
1875,14
1876,22
1877,26
1878,22
1879,1
1879,17
1880,1
1881,29
1882,1
1883,7
1884,17
1885,1
1886,4
1887,1
1887,7
1888,17
1889,12
1890,3
1891,3
1892,12
1893,3
1894,1
1895,1
1896,13
1897,19
1898,4
1899,24
1900,12
1901,1
1902,11
1903,51
1904,75
1904,1
1905,1
1906,2
1907,1
1908,22
1909,18
1910,1
1911,34
1912,1
1913,33
1914,1
1914,11
1915,3
1916,8
1916,10
1917,1
1917,7
1918,26
1919,18
1920,3
1921,44
1922,1
1922,41
1923,1
1924,1
1925,1
1926,11
1927,1
1928,77
1929,18
1930,1
1931,7
1931,67
1932,1
1933,1
1934,13
1935,1
1936,1
1937,1
1938,2
1938,1
1939,4
1940,4
1941,4
1942,4
1943,4
1944,4
1945,4
1946,4
1947,4
1948,1
1949,1
1950,1
1951,4
1952,8
1953,3
1954,3
1955,1
1956,22
1957,3
1958,1
1958,4
1959,1
1960,7
1961,1
1962,1
1963,1
1964,18
1965,18
1966,18
1967,18
1968,18
1969,3
1970,18
1971,47
1972,4
1973,4
1974,3
1975,4
1976,4
1977,4
1978,4
1979,1
1980,1
1981,1
1982,46
1983,4
1984,3
1985,14
1986,7
1987,3
1988,1
1989,8
1990,24
1991,1
1992,7
1992,14
1992,8
1992,20
1993,3
1994,43
1995,1
1996,1
1997,20
1998,7
1998,14
1998,1
1998,21
1998,69
1998,16
1998,8
1999,7
2000,45
2000,1
2001,7
2002,14
2002,1
2003,1
2004,1
2004,14
2004,17
2004,21
2005,3
2006,19
2007,7
2007,16
2008,11
2009,14
2010,1
2011,1
2012,8
2012,16
2012,7
2013,20
2014,7
2015,3
2016,4
2017,4
2018,4
2019,4
2020,4
2021,4
2022,1
2023,1
2024,4
2025,12
2026,4
2027,4
2028,46
2029,47
2030,1
2031,4
2032,14
2033,1
2034,20
2035,26
2036,1
2037,22
2038,22
2039,2
2040,12
2041,3
2042,1
2043,13
2043,33
2043,1
2044,7
2045,1
2046,1
2047,2
2048,1
2049,19
2050,57
2051,34
2052,46
2053,1
2054,7
2055,1
2056,8
2057,8
2057,1
2058,52
2059,3
2060,28
2060,58
2060,1
2061,57
2062,50
2063,18
2064,1
2065,48
2066,18
2066,1
2067,18
2068,18
2069,1
2070,14
2071,14
2071,13
2071,8
2072,1
2073,1
2074,1
2075,4
2076,20
2077,1
2078,24
2079,18
2080,1
2080,21
2080,17
2080,14
2081,7
2082,17
2083,4
2084,1
2085,1
2086,7
2086,1
2087,4
2088,2
2088,78
2089,20
2090,18
2091,1
2092,40
2093,1
2094,37
2095,1
2095,57
2096,1
2097,1
2098,7
2099,1
2100,1
2101,1
2102,3
2103,19
2104,4
2105,11
2106,1
2107,17
2108,1
2109,22
2110,1
2111,47
2112,26
2113,1
2114,1
2115,3
2116,1
2117,19
2118,46
2119,1
2120,46
2121,7
2121,1
2122,1
2122,7
2122,17
2122,16
2123,22
2124,3
2125,48
2126,44
2127,4
2128,34
2129,3
2130,17
2131,1
2131,19
2132,7
2133,1
2134,1
2135,37
2136,1
2137,18
2138,14
2139,7
2139,1
2140,1
2140,14
2141,1
2142,4
2143,1
2144,1
2145,1
2146,18
2147,1
2148,3
2149,19
2150,1
2150,17
2150,7
2151,8
2152,20
2153,3
2154,8
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,17
2162,66
2163,48
2163,1
2164,14
2165,3
2166,1
2167,3
2168,1
2169,34
2170,1
2171,1
2172,1
2173,1
2174,1
2175,17
2176,18
2177,1
2178,17
2179,17
2180,12
2180,1
2181,18
2182,1
2183,3
2184,17
2185,7
2186,8
2187,4
2188,2
2189,1
2190,1
2191,1
2191,17
2192,79
2192,8
2192,60
2193,1
2194,4
2195,3
2196,19
2197,80
2198,34
2198,14
2199,43
2200,1
2201,1
2202,1
2203,1
2204,1
2205,4
2206,16
2207,4
2208,16
2208,20
2208,22
2208,1
2209,1
2210,19
2211,20
2211,8
2212,18
2213,20
2214,7
2214,1
2215,1
2216,22
2217,2
2218,1
2219,60
2220,1
2221,28
2221,16
2222,7
2223,3
2224,7
2225,14
2225,21
2225,69
2225,70
2225,30
2226,14
2227,13
2228,7
2228,13
2229,1
2230,1
2231,34
2232,19
2233,1
2234,14
2234,21
2235,19
2236,11
2237,3
2238,1
2239,81
2240,19
2241,24
2242,1
2243,13
2244,14
2245,2
2246,34
2247,1
2248,47
2249,1
2250,1
2251,1
2252,21
2253,3
2254,18
2255,12
2256,22
2257,33
2258,1
2259,13
2260,1
2261,1
2261,14
2262,3
2263,1
2263,16
2264,3
2265,4
2266,4
2267,4
2268,4
2269,4
2270,4
2271,4
2272,4
2273,4
2274,4
2275,4
2276,45
2277,4
2278,4
2279,4
2280,4
2281,4
2282,4
2283,4
2284,1
2285,4
2286,4
2287,4
2288,4
2289,4
2290,4
2291,4
2292,4
2293,4
2294,20
2295,1
2296,46
2296,7
2297,38
2297,14
2297,21
2297,1
2298,18
2299,1
2300,1
2301,5
2302,1
2303,34
2304,1
2305,24
2306,7
2307,40
2308,1
2308,17
2309,20
2310,12
2311,17
2312,1
2312,8
2312,17
2313,12
2314,1
2315,7
2315,1
2316,1
2317,20
2317,14
2317,17
2317,1
2318,1
2318,11
2319,14
2320,24
2321,18
2322,1
2323,68
2323,24
2324,7
2324,19
2325,46
2326,19
2327,3
2328,8
2328,1
2329,13
2330,37
2331,1
2332,1
2333,19
2334,57
2335,4
2336,3
2337,4
2338,22
2339,4
2340,4
2341,4
2342,1
2343,4
2344,7
2345,68
2346,1
2347,1
2348,4
2349,19
2350,22
2351,1
2352,19
2353,1
2354,4
2355,14
2355,47
2356,1
2357,1
2358,1
2359,14
2360,34
2361,12
2362,47
2362,14
2363,1
2364,14
2364,34
2364,20
2364,21
2365,18
2366,47
2366,42
2367,14
2367,47
2368,47
2369,47
2370,47
2371,3
2372,57
2373,45
2374,47
2375,55
2376,47
2377,47
2378,17
2378,22
2378,1
2379,1
2380,7
2380,1
2381,1
2382,19
2382,7
2383,1
2384,1
2385,7
2385,1
2386,26
2386,20
2387,51
2388,19
2389,1
2390,4
2391,1
2392,46
2393,4
2394,1
2395,3
2396,1
2396,14
2396,17
2397,8
2398,1
2399,18
2400,18
2401,11
2402,43
2402,1
2403,59
2403,36
2403,55
2403,44
2404,44
2405,24
2406,1
2407,1
2408,1
2409,22
2410,34
2411,22
2412,1
2413,43
2414,4
2415,4
2416,1
2416,11
2416,20
2416,76
2417,1
2418,1
2419,47
2420,1
2421,4
2422,19
2423,1
2424,1
2424,17
2425,1
2426,3
2427,18
2428,12
2429,12
2430,47
2431,1
2432,1
2433,3
2434,47
2435,47
2436,47
2437,3
2438,47
2439,47
2440,47
2441,17
2442,44
2442,59
2443,47
2444,47
2445,18
2446,4
2447,82
2448,22
2449,59
2450,18
2451,18
2452,18
2452,1
2453,22
2454,22
2455,1
2456,7
2456,8
2456,59
2456,33
2457,25
2457,1
2458,59
2459,4
2460,1
2461,14
2461,47
2462,31
2463,18
2464,59
2465,59
2466,26
2467,13
2468,11
2468,1
2469,13
2470,16
2471,1
2472,1
2473,4
2474,1
2475,46
2476,46
2477,7
2478,19
2479,18
2480,1
2481,17
2482,46
2483,49
2484,3
2485,3
2486,68
2487,22
2488,47
2489,3
2490,3
2491,47
2492,47
2493,47
2494,17
